region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p124,24353.922,21388.504,30.0,-2965.417999999998,-98.8472666666666,value
p125,3919.1003,3178.6782,9.0,-740.4221000000002,-82.26912222222225,value
p113,14831.151,12559.587,116.0,-2271.5640000000003,-19.58244827586207,value
p99,932347.2,843394.25,4696.0,-88952.94999999995,-18.94228066439522,value
p126,12716.168,11523.655,157.0,-1192.512999999999,-7.59562420382165,value
p118,9798.439,8608.155,749.0,-1190.2839999999997,-1.589164218958611,value
p114,179.839,110.42602,181.0,-69.41298,-0.3834971270718232,value
p117,4.872,2.455,28.0,-2.417,-0.08632142857142856,value
p109,13.8359995,3.563,181.0,-10.2729995,-0.056756903314917125,value
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p115,0.0,0.0,329.0,0.0,0.0,no_eue
z122,0.0,0.722,1433.0,0.722,0.000503838101884159,value
p112,46.225998,53.704002,464.0,7.478004000000006,0.016116387931034495,value
p120,3.307,3.751,24.0,0.44399999999999995,0.0185,value
p100,102.355,110.329994,159.0,7.974993999999995,0.05015719496855343,value
p123,3534.9717,3658.9207,989.0,123.94900000000007,0.1253276036400405,value
p111,1848.435,1911.4861,480.0,63.05110000000013,0.13135645833333362,value
