region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,448783.53,3654916600.0,-132.30498034936286,value
p124,24353.922,21616.3,22996172.0,-119.04685701602855,value
p113,14831.151,9809.633,328775680.0,-15.273386401329928,value
p125,3919.1003,2635.4263,258986860.0,-4.956521655862824,value
p118,9798.439,7743.785,583109300.0,-3.5236171978676967,value
p126,12716.168,9936.777,1824293600.0,-1.5235436616379088,value
p111,1848.435,1618.585,1354601900.0,-0.16968085418007867,value
p114,179.839,107.83,510494340.0,-0.14105739265244266,value
p123,3534.9717,3455.9998,1503455500.0,-0.05252692921760781,value
p120,3.307,2.5530002,43246748.0,-0.017434832325427103,value
p117,4.872,2.401,262161950.0,-0.00942547147345012,value
p109,13.8359995,3.917,1123909900.0,-0.008825440194009574,value
p112,46.225998,35.17,1310099300.0,-0.0084390532562734,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.645,2634114000.0,0.00024486411303630847,value
p100,102.355,109.668,123685440.0,0.059125795243158794,value
