region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1778.0087,9.0,-2141.0915999999997,-237.89906666666664,value
p124,24353.922,20717.2,30.0,-3636.721999999998,-121.2240666666666,value
p99,932347.2,414936.78,4696.0,-517410.4199999999,-110.18109454855194,value
p113,14831.151,5302.0884,116.0,-9529.062600000001,-82.14709137931035,value
p126,12716.168,7436.8335,157.0,-5279.3345,-33.62633439490446,value
p110,0.0,29.401,16.0,29.401,1.8375625,value
p109,13.8359995,402.05194,181.0,388.2159405,2.144839450276243,value
p120,3.307,95.51501,24.0,92.20801,3.8420004166666666,value
p115,0.0,1320.1449,329.0,1320.1449,4.012598480243161,value
p114,179.839,999.468,181.0,819.6289999999999,4.528337016574585,value
p111,1848.435,4419.4395,480.0,2571.0045000000005,5.356259375000001,value
p116,0.0,251.79399,43.0,251.79399,5.855674186046512,value
p121,0.0,488.28302,83.0,488.28302,5.882927951807229,value
p112,46.225998,2791.681,464.0,2745.455002,5.91692888362069,value
z122,0.0,8953.834,1433.0,8953.834,6.248314026517796,value
p117,4.872,196.54797,28.0,191.67597,6.845570357142857,value
p123,3534.9717,10855.921,989.0,7320.9493,7.402375429726997,value
p100,102.355,1789.268,159.0,1686.913,10.609515723270441,value
p118,9798.439,27960.275,749.0,18161.836000000003,24.248112149532716,value
