region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,458497.84,3654916600.0,-129.64710575415677,value
p124,24353.922,21783.97,22996172.0,-111.75564350449272,value
p113,14831.151,7600.123,328775680.0,-21.993804407917278,value
p125,3919.1003,2369.1614,258986860.0,-5.984623606238191,value
p126,12716.168,9004.734,1824293600.0,-2.0344499015386575,value
p110,0.0,30.053999,99486340.0,0.3020917264457302,value
p109,13.8359995,477.76196,1123909900.0,0.41277860925804044,value
p116,0.0,239.30598,404781700.0,0.5911976316241335,value
p117,4.872,174.32002,262161950.0,0.6463486356708238,value
p114,179.839,1021.097,510494340.0,1.647928176033671,value
p111,1848.435,4186.977,1354601900.0,1.726368519016705,value
p112,46.225998,2673.5576,1310099300.0,2.005444584122403,value
p115,0.0,1509.9622,604805100.0,2.4966094863747186,value
p120,3.307,114.11498,43246748.0,2.5622268754173145,value
z122,0.0,8413.475,2634114000.0,3.194043555702566,value
p121,0.0,460.44803,126688130.0,3.6345002272036098,value
p123,3534.9717,9305.401,1503455500.0,3.8381111686094695,value
p100,102.355,1464.0007,123685440.0,11.008940906868261,value
p118,9798.439,25489.78,583109300.0,26.909776052418792,value
