region,eue_mwh_per_year,mean_eue_mwh,total_eue_mwh,neue_ppm
p63,28117.992000000002,3.2098164383561643,421769.88,95.56274001430597
p65,13324.926000000001,1.5211102739726028,199873.89,96.7924580931729
p64,11426.426000000001,1.3043865296803654,171396.39,111.58951148481437
p67,755.3711999999999,0.08622958904109589,11330.568,4.1604960325802285
p61,0.3874666666666667,4.4231354642313546e-05,5.812,0.032352164330291554
p62,0.0,0.0,0.0,0.0
p60,0.0,0.0,0.0,0.0
