region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2727.9573,9.0,-1191.143,-132.34922222222224,value
p124,24353.922,21072.195,30.0,-3281.726999999999,-109.39089999999996,value
p99,932347.2,492677.5,4696.0,-439669.69999999995,-93.62642674616694,value
p113,14831.151,9385.446,116.0,-5445.705,-46.945732758620686,value
p126,12716.168,9695.998,157.0,-3020.17,-19.23675159235669,value
p110,0.0,23.846,16.0,23.846,1.490375,value
p109,13.8359995,316.51398,181.0,302.6779805,1.672254035911602,value
p120,3.307,99.862015,24.0,96.555015,4.023125625,value
p115,0.0,1459.611,329.0,1459.611,4.436507598784194,value
p111,1848.435,4001.733,480.0,2153.2980000000002,4.4860375,value
p114,179.839,991.9199,181.0,812.0808999999999,4.486634806629834,value
p123,3534.9717,8328.386,989.0,4793.4143,4.846728311425683,value
p121,0.0,423.26102,83.0,423.26102,5.099530361445783,value
z122,0.0,7350.889,1433.0,7350.889,5.1297201674808095,value
p112,46.225998,2472.9734,464.0,2426.747402,5.230059056034483,value
p116,0.0,224.98401,43.0,224.98401,5.232186279069768,value
p117,4.872,153.80498,28.0,148.93298,5.3190349999999995,value
p100,102.355,1238.5931,159.0,1136.2381,7.146151572327044,value
p118,9798.439,20527.934,749.0,10729.495,14.325093457943927,value
