region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,15824.765,22996172.0,-370.89464281272546,value
p99,932347.2,367015.66,3654916600.0,-154.67700104636697,value
p113,14831.151,3068.3215,328775680.0,-35.77767522220622,value
p125,3919.1003,927.6579,258986860.0,-11.550556479188844,value
p126,12716.168,4851.0723,1824293600.0,-4.311310176189882,value
p109,13.8359995,196.64603,1123909900.0,0.16265541610752335,value
p110,0.0,20.626999,99486340.0,0.2073349952298977,value
p116,0.0,315.61902,404781700.0,0.7797265121395213,value
p117,4.872,222.40999,262161950.0,0.8297847507635279,value
p114,179.839,938.08704,510494340.0,1.4853211613301818,value
p111,1848.435,4129.84,1354601900.0,1.6841885974796715,value
p112,46.225998,3002.6978,1310099300.0,2.2566775959753795,value
p115,0.0,1448.0161,604805100.0,2.3941862463069095,value
p120,3.307,111.69299,43246748.0,2.5062228956498647,value
z122,0.0,10231.797,2634114000.0,3.8843409258489325,value
p123,3534.9717,10522.357,1503455500.0,4.647550496686205,value
p121,0.0,657.285,126688130.0,5.188213058132803,value
p100,102.355,2016.5005,123685440.0,15.475916162807845,value
p118,9798.439,25385.336,583109300.0,26.730660408318087,value
