region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,3391.4438,9.0,-527.6565,-58.6285,value
p99,932347.2,661089.8,4696.0,-271257.3999999999,-57.763500851788734,value
p113,14831.151,10809.767,116.0,-4021.384,-34.66710344827586,value
p124,24353.922,23614.54,30.0,-739.3819999999978,-24.64606666666659,value
p126,12716.168,11481.208,157.0,-1234.9599999999991,-7.865987261146492,value
p110,0.0,32.979996,16.0,32.979996,2.06124975,value
p109,13.8359995,501.57,181.0,487.7340005,2.6946629861878453,value
p123,3534.9717,7737.2466,989.0,4202.2749,4.249014054600607,value
p111,1848.435,3961.5442,480.0,2113.1092,4.402310833333333,value
p114,179.839,1041.2921,181.0,861.4531,4.759409392265193,value
p115,0.0,1583.5591,329.0,1583.5591,4.813249544072948,value
p120,3.307,119.54899,24.0,116.24199,4.84341625,value
p112,46.225998,2403.1033,464.0,2356.8773020000003,5.079476943965518,value
p121,0.0,425.77896,83.0,425.77896,5.129866987951807,value
z122,0.0,7383.0312,1433.0,7383.0312,5.152150174459177,value
p116,0.0,227.478,43.0,227.478,5.290186046511628,value
p117,4.872,159.119,28.0,154.247,5.508821428571429,value
p100,102.355,1073.7642,159.0,971.4092,6.109491823899371,value
p118,9798.439,25675.637,749.0,15877.197999999999,21.197861148197596,value
