region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1480.32,9.0,-2438.7803000000004,-270.9755888888889,value
p124,24353.922,17378.094,30.0,-6975.827999999998,-232.52759999999992,value
p99,932347.2,377389.94,4696.0,-554957.26,-118.17658858603066,value
p113,14831.151,4585.0723,116.0,-10246.0787,-88.32826465517242,value
p126,12716.168,6288.786,157.0,-6427.382,-40.93873885350318,value
p109,13.8359995,224.09099,181.0,210.25499050000002,1.161629781767956,value
p110,0.0,22.459002,16.0,22.459002,1.403687625,value
p115,0.0,1605.3187,329.0,1605.3187,4.879388145896657,value
p120,3.307,121.980995,24.0,118.67399499999999,4.944749791666666,value
p114,179.839,1084.078,181.0,904.239,4.995795580110498,value
p111,1848.435,4656.411,480.0,2807.976,5.849950000000001,value
z122,0.0,9491.129,1433.0,9491.129,6.623258199581299,value
p112,46.225998,3166.2852,464.0,3120.059202,6.7242655215517235,value
p116,0.0,293.11298,43.0,293.11298,6.816580930232558,value
p121,0.0,596.83905,83.0,596.83905,7.1908319277108435,value
p123,3534.9717,10890.15,989.0,7355.1783,7.436985136501516,value
p117,4.872,227.04999,28.0,222.17799000000002,7.934928214285715,value
p100,102.355,1943.8901,159.0,1841.5351,11.58198176100629,value
p118,9798.439,25124.705,749.0,15326.266000000001,20.4623044058745,value
