region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p124,24353.922,24011.037,30.0,-342.8849999999984,-11.429499999999946,value
p113,14831.151,14578.784,116.0,-252.3670000000002,-2.1755775862068982,value
p99,932347.2,923417.1,4696.0,-8930.099999999977,-1.9016396933560427,value
p118,9798.439,9718.26,749.0,-80.17900000000009,-0.10704806408544738,value
p117,4.872,2.297,28.0,-2.5749999999999997,-0.0919642857142857,value
p114,179.839,168.45401,181.0,-11.384989999999988,-0.06290049723756899,value
p109,13.8359995,13.68,181.0,-0.15599950000000007,-0.0008618756906077352,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
z122,0.0,0.604,1433.0,0.604,0.000421493370551291,value
p112,46.225998,53.953003,464.0,7.7270050000000055,0.016653028017241393,value
p120,3.307,3.882,24.0,0.5750000000000002,0.023958333333333342,value
p100,102.355,112.95799,159.0,10.602989999999991,0.06668547169811315,value
p123,3534.9717,3621.6064,989.0,86.63470000000007,0.0875982810920122,value
p111,1848.435,1979.2219,480.0,130.78690000000006,0.2724727083333335,value
p126,12716.168,12814.5625,157.0,98.39450000000033,0.6267165605095563,value
p125,3919.1003,3943.5503,9.0,24.449999999999818,2.7166666666666464,value
