region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p64,171396.39,123283.44,1235.0,-48112.95000000001,-38.95785425101216,value
p65,199873.89,154433.67,1660.0,-45440.22,-27.3736265060241,value
p63,421769.88,350639.6,3549.0,-71130.28000000003,-20.04234432234433,value
p67,11330.568,51606.85,2190.0,40276.282,18.39099634703196,value
p62,0.0,2530.9714,133.0,2530.9714,19.02986015037594,value
p60,0.0,1210.864,57.0,1210.864,21.24322807017544,value
p61,5.812,3249.7578,144.0,3243.9458,22.52740138888889,value
