region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,503892.12,3654916600.0,-117.22704672992636,value
p124,24353.922,22265.521,22996172.0,-90.8151582793866,value
p113,14831.151,10322.85,328775680.0,-13.712391987144546,value
p125,3919.1003,2868.2869,258986860.0,-4.057400378422281,value
p118,9798.439,8082.7866,583109300.0,-2.9422483309613137,value
p126,12716.168,10625.729,1824293600.0,-1.1458895450444682,value
p111,1848.435,1617.756,1354601900.0,-0.17029284212054102,value
p114,179.839,120.239006,510494340.0,-0.11674956957798645,value
p123,3534.9717,3471.006,1503455500.0,-0.04254578902438393,value
p120,3.307,2.6050003,43246748.0,-0.016232427464835043,value
p117,4.872,1.918,262161950.0,-0.011267844084407792,value
p112,46.225998,33.504997,1310099300.0,-0.009709951549566777,value
p109,13.8359995,4.8770003,1123909900.0,-0.007971278921606926,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p100,102.355,111.178,123685440.0,0.07133418452487207,value
