system,case_family,dr_mode,dr_energy_hours,dr_avail_hours_et,n_fractions,neue_ppm_no_dr,neue_ppm_floor,neue_ppm_ref_base,total_achievable_reduction,frac_of_dc_penalty_recovered_at_max,knee_kneedle,knee_marginal_floor,max_borrow_mw,best_fraction,frac_for_50pct_achieved,frac_for_80pct_achieved,frac_for_90pct_achieved,frac_for_95pct_achieved,best_vs_second_eue_diff_mwh,best_vs_second_pooled_stderr_mwh,best_distinguishable_indep
pjm,shed_16h_all,shed,16.0,"[6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",11,59.83446814944777,20.637809929839843,1.0517002801340658,39.196658219607926,0.6668052499118489,0.3,0.6,10167.0,1.0,0.2,0.4,0.6,0.7,4654.842000000004,2009.202764989941,True
pjm,shed_4h_all,shed,4.0,"[16,17,18,19]",11,59.83446814944777,53.60662755399011,1.0517002801340658,6.227840595457664,0.10594670549204907,0.5,0.9,10167.0,1.0,0.3,0.6,0.7,0.8,1316.4809999999125,3668.468739600397,False
pjm,shed_8h_all,shed,8.0,"[12,13,14,15,16,17,18,19]",11,59.83446814944777,24.366858561147,1.0517002801340658,35.467609588300775,0.6033674642057113,0.3,0.6,10167.0,1.0,0.2,0.4,0.6,0.7,4124.243000000017,2532.1383442185893,False
pjm,shift_16h_all,shift,16.0,[],11,59.83446814944777,26.57845179747888,1.0517002801340658,33.256016351968896,0.5657443083643819,0.3,0.5,10167.0,1.0,0.2,0.4,0.5,0.7,5043.4130000000005,4005.1032742306897,False
pjm,shift_4h_all,shift,4.0,[],11,59.83446814944777,39.62029674004065,1.0517002801340658,20.214171409407122,0.34387920375487285,0.3,0.4,10167.0,1.0,0.2,0.3,0.4,0.5,981.5690000000177,4397.904893181909,False
pjm,shift_8h_all,shift,8.0,[],11,59.83446814944777,29.091111626901142,1.0517002801340658,30.74335652254663,0.5229994713909268,0.3,0.5,10167.0,1.0,0.2,0.4,0.5,0.6,2913.5340000001015,4140.278274421062,False
ercot,shift_4h_all,shift,4.0,[],11,72.12070103840637,61.40247467708051,1.0054261356271128,10.718226361325854,0.15071623327025874,0.4,1.0,8968.0,1.0,0.3,0.7,0.8,0.9,4871.8940000000875,3675.460891715903,False
ercot,shift_8h_all,shift,8.0,[],11,72.12070103840637,56.23046253635529,1.0054261356271128,15.890238502051076,0.2234433955823754,0.4,1.0,8968.0,1.0,0.4,0.7,0.9,1.0,9644.694999999949,3568.8810625700507,True
