region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,18229.404,22996172.0,-266.3277175001126,value
p99,932347.2,387740.53,3654916600.0,-149.0065926013051,value
p113,14831.151,5539.7036,328775680.0,-28.260750308538636,value
p125,3919.1003,1758.206,258986860.0,-8.343644409702572,value
p126,12716.168,7054.9233,1824293600.0,-3.103253007463219,value
p109,13.8359995,246.464,1123909900.0,0.20698100709298142,value
p110,0.0,23.588999,99486340.0,0.23710792806762931,value
p116,0.0,287.447,404781700.0,0.7101284540297,value
p117,4.872,219.27602,262161950.0,0.817830422623646,value
p114,179.839,1103.8309,510494340.0,1.80999442078041,value
p111,1848.435,4727.197,1354601900.0,2.1251720476012697,value
p112,46.225998,3146.498,1310099300.0,2.366440418477949,value
p120,3.307,114.50401,43246748.0,2.5712224650972595,value
p115,0.0,1598.4531,604805100.0,2.6429225665285374,value
z122,0.0,9337.312,2634114000.0,3.544763753524464,value
p121,0.0,558.12,126688130.0,4.4054641015770635,value
p123,3534.9717,10740.313,1503455500.0,4.792520535200574,value
p100,102.355,1854.7058,123685440.0,14.167801804319085,value
p118,9798.439,24583.957,583109300.0,25.356340047610143,value
