region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,561304.7,3654916600.0,-101.51873210673266,value
p124,24353.922,22680.639,22996172.0,-72.76354516743045,value
p113,14831.151,6912.86,328775680.0,-24.084174960873018,value
p125,3919.1003,2116.4297,258986860.0,-6.960471168916119,value
p126,12716.168,8472.707,1824293600.0,-2.326084422795376,value
p110,0.0,56.454002,99486340.0,0.5674548311840533,value
p109,13.8359995,793.82605,1123909900.0,0.6939969643722896,value
p116,0.0,405.72604,404781700.0,1.0023329711035156,value
p117,4.872,287.61603,262161950.0,1.0785090202563032,value
p111,1848.435,5616.9287,1354601900.0,2.78199360447355,value
p114,179.839,1661.7078,510494340.0,2.902811442750268,value
p112,46.225998,4381.644,1310099300.0,3.309228475537391,value
p115,0.0,2576.466,604805100.0,4.259993698466045,value
p120,3.307,189.08897,43246748.0,4.295859887545764,value
z122,0.0,13483.629,2634114000.0,5.118847838132785,value
p123,3534.9717,12404.307,1503455500.0,5.89930022590732,value
p121,0.0,766.6881,126688130.0,6.0517754276075495,value
p100,102.355,2063.2993,123685440.0,15.854285678249598,value
p118,9798.439,31272.941,583109300.0,36.82757513568914,value
