region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,18922.652,22996172.0,-236.18148272677732,value
p99,932347.2,405489.62,3654916600.0,-144.15036962725688,value
p113,14831.151,2367.6248,328775680.0,-37.90890554921824,value
p125,3919.1003,731.93097,258986860.0,-12.306297241392135,value
p126,12716.168,4452.45,1824293600.0,-4.529817927906905,value
p109,13.8359995,209.636,1123909900.0,0.17421325552035716,value
p110,0.0,20.056997,99486340.0,0.20160554510721954,value
p116,0.0,256.20096,404781700.0,0.6329361296020658,value
p117,4.872,188.70601,262161950.0,0.7012230745062501,value
p114,179.839,729.2409,510494340.0,1.0762154665708183,value
p111,1848.435,3588.4624,1354601900.0,1.2845305004513445,value
p115,0.0,957.91907,604805100.0,1.5838474879313191,value
p120,3.307,75.68,43246748.0,1.673489992819807,value
p112,46.225998,2444.06,1310099300.0,1.8302688588204512,value
z122,0.0,8710.307,2634114000.0,3.306731159424727,value
p121,0.0,530.547,126688130.0,4.187819398515384,value
p123,3534.9717,10898.024,1503455500.0,4.897419550341885,value
p100,102.355,1904.8792,123685440.0,14.573455048548965,value
p118,9798.439,25513.723,583109300.0,26.95083696416771,value
