region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1833.2072,9.0,-2085.8931000000002,-231.76590000000002,value
p124,24353.922,18660.748,30.0,-5693.173999999999,-189.77246666666665,value
p99,932347.2,364715.6,4696.0,-567631.6,-120.87555366269164,value
p113,14831.151,8084.075,116.0,-6747.076,-58.16444827586207,value
p126,12716.168,7807.673,157.0,-4908.495,-31.264299363057326,value
p118,9798.439,6644.4844,749.0,-3153.9546,-4.210887316421896,value
p111,1848.435,1420.285,480.0,-428.14999999999986,-0.8919791666666664,value
p114,179.839,88.491005,181.0,-91.347995,-0.5046850552486187,value
p109,13.8359995,0.818,181.0,-13.0179995,-0.07192264917127072,value
p123,3534.9717,3465.0051,989.0,-69.9666000000002,-0.0707447927199193,value
p117,4.872,3.161,28.0,-1.7109999999999999,-0.06110714285714285,value
p120,3.307,2.189,24.0,-1.1179999999999999,-0.04658333333333333,value
p112,46.225998,31.400002,464.0,-14.825995999999996,-0.03195257758620689,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.60599995,1433.0,0.60599995,0.00042288900907187717,value
p100,102.355,111.254,159.0,8.899000000000001,0.055968553459119504,value
