region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,3205.5762,9.0,-713.5241000000001,-79.28045555555556,value
p99,932347.2,579635.44,4696.0,-352711.76,-75.10897785349233,value
p124,24353.922,22110.162,30.0,-2243.7599999999984,-74.79199999999994,value
p113,14831.151,10886.51,116.0,-3944.6409999999996,-34.005525862068964,value
p126,12716.168,10753.604,157.0,-1962.5640000000003,-12.500407643312103,value
p110,0.0,17.720001,16.0,17.720001,1.1075000625,value
p109,13.8359995,277.62302,181.0,263.7870205,1.45738685359116,value
p111,1848.435,3432.8386,480.0,1584.4036,3.3008408333333334,value
p123,3534.9717,6950.287,989.0,3415.3153,3.4533016177957534,value
p120,3.307,87.20799,24.0,83.90099,3.495874583333333,value
p114,179.839,823.911,181.0,644.0719999999999,3.558408839779005,value
p115,0.0,1183.6249,329.0,1183.6249,3.5976440729483286,value
z122,0.0,5647.9204,1433.0,5647.9204,3.9413261688764827,value
p112,46.225998,1881.9291,464.0,1835.7031020000002,3.9562566853448278,value
p121,0.0,332.52,83.0,332.52,4.006265060240963,value
p116,0.0,177.85799,43.0,177.85799,4.136232325581395,value
p117,4.872,127.89499,28.0,123.02299000000001,4.393678214285715,value
p100,102.355,905.20593,159.0,802.85093,5.049376918238994,value
p118,9798.439,17987.447,749.0,8189.008,10.933255006675568,value
