region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,762301.9,3654916600.0,-46.52508339801769,value
p124,24353.922,23959.473,22996172.0,-17.152811346166523,value
p113,14831.151,12219.609,328775680.0,-7.943233514109071,value
p125,3919.1003,3862.763,258986860.0,-0.2175295655149527,value
p126,12716.168,12586.467,1824293600.0,-0.07109655908725943,value
p109,13.8359995,285.404,1123909900.0,0.2416279128776559,value
p110,0.0,24.512999,99486340.0,0.24639563567804929,value
p116,0.0,109.091995,404781700.0,0.2695082215377644,value
p117,4.872,85.60502,262161950.0,0.3079509417140745,value
p114,179.839,663.5551,510494340.0,0.9475444992988131,value
p112,46.225998,1303.5696,1310099300.0,0.9597315067090854,value
p111,1848.435,3172.4734,1354601900.0,0.97743731424505,value
p120,3.307,54.747005,43246748.0,1.1894537133751653,value
p123,3534.9717,5542.482,1503455500.0,1.335264207037169,value
p115,0.0,877.60406,604805100.0,1.4510526299777355,value
z122,0.0,3980.0823,2634114000.0,1.5109756933349,value
p121,0.0,216.83101,126688130.0,1.711533775287926,value
p100,102.355,618.191,123685440.0,4.170547479153569,value
p118,9798.439,20365.62,583109300.0,18.122126988086922,value
