case_id,region,event_id,start_hour_idx,end_hour_idx,duration_h,n_hours_above_eps,weather_year,calendar_year,month,season,start_hour_local,start_hour_et_fixed,total_eue_mwh,peak_eue_mwh,dr_energy_mwh,dr_shortfall_mwh,max_concurrent_regions,is_multiregion
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|0,388,391,4,4,2007,2007,1,winter,22,23,380.738,190.511,4798.573,380.738,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|1,397,402,6,6,2007,2007,1,winter,7,8,9071.439999999999,3289.874,18290.737,9071.427999999998,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|2,408,411,4,4,2007,2007,1,winter,18,19,8917.863,8171.173,11632.01,8917.863,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|3,421,422,2,2,2007,2007,1,winter,7,8,5.814,3.566,53.767,5.814,6,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|4,26477,26484,8,8,2010,2010,1,winter,23,0,10755.845,4264.643,57058.326,10656.441,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|5,35839,35841,3,3,2011,2011,2,winter,1,2,8.949,5.699,522.9839999999999,0.0,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|6,35846,35853,8,8,2011,2011,2,winter,8,9,545.361,228.215,14622.353000000001,399.578,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|7,35856,35868,13,13,2011,2011,2,winter,18,19,19626.121000000003,5553.031,83210.32900000001,19623.602000000003,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|8,36031,36031,1,1,2011,2011,2,winter,1,2,2.169,2.169,609.937,0.0,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|9,60752,60755,4,4,2013,2013,12,winter,2,3,65.35,30.644,208.548,65.35,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|10,78875,78896,22,21,2018,2015,12,winter,5,6,22071.656,9454.988,91611.50400000002,22063.512,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|11,79231,79231,1,1,2018,2016,1,winter,1,2,0.12,0.12,5782.854,0.0,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|12,79234,79236,3,3,2018,2016,1,winter,4,5,542.54,281.368,4983.667,542.54,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|13,79256,79261,6,6,2018,2016,1,winter,2,3,771.13,291.709,10712.505000000001,771.13,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|14,106181,106183,3,3,2021,2019,2,winter,23,0,77.469,31.786,91.074,77.469,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|15,106194,106197,4,4,2021,2019,2,winter,12,13,17.523999999999997,9.938,416.26300000000003,16.503,2,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|16,106201,106208,8,8,2021,2019,2,winter,19,20,648.644,235.636,3248.527,648.644,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|17,106235,106235,1,1,2021,2019,2,winter,5,6,2.026,2.026,0.58,2.026,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|18,122455,122460,6,6,2022,2020,12,winter,1,2,10080.213999999998,5286.2,34573.608,10080.213999999998,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|19,123411,123416,6,6,2023,2021,1,winter,21,22,730.658,241.903,2191.254,730.658,7,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|20,128283,128283,1,1,2023,2021,8,summer,21,22,0.51,0.51,0.0,0.51,4,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|21,128331,128331,1,1,2023,2021,8,summer,21,22,10.001,10.001,0.0,10.001,5,True
shift_8h_all_1.00,p67,shift_8h_all_1.00|p67|22,128355,128355,1,1,2023,2021,8,summer,21,22,4.883,4.883,0.0,4.883,5,True
