region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,23858.797,22996172.0,-21.530757379967415,value
p99,932347.2,911998.2,3654916600.0,-5.567568889385725,value
p113,14831.151,14320.388,328775680.0,-1.5535303584498676,value
p118,9798.439,9522.355,583109300.0,-0.47346868643387524,value
p125,3919.1003,3884.0881,258986860.0,-0.13518909592264153,value
p114,179.839,160.07298,510494340.0,-0.038719371805135946,value
p117,4.872,2.297,262161950.0,-0.009822172822393387,value
p109,13.8359995,12.185,1123909900.0,-0.0014689785343360191,value
p121,0.0,0.0,126688130.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p115,0.0,0.0,604805100.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p126,12716.168,12718.042,1824293600.0,0.0010272469119706911,value
p112,46.225998,53.921,1310099300.0,0.005873601974704625,value
p120,3.307,3.823,43246748.0,0.011931532979080879,value
p123,3534.9717,3614.015,1503455500.0,0.05257441981548031,value
p100,102.355,113.284996,123685440.0,0.08836930199706612,value
p111,1848.435,1972.9539,1354601900.0,0.09192287715276837,value
