region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p99,932347.2,723391.4,4696.0,-208955.79999999993,-44.49655025553661,value
p124,24353.922,23634.85,30.0,-719.0720000000001,-23.96906666666667,value
p113,14831.151,12206.502,116.0,-2624.6489999999994,-22.626284482758617,value
p125,3919.1003,3739.4204,9.0,-179.6799000000001,-19.964433333333343,value
p126,12716.168,12008.02,157.0,-708.1479999999992,-4.510496815286619,value
p110,0.0,16.871004,16.0,16.871004,1.05443775,value
p109,13.8359995,211.98502,181.0,198.1490205,1.0947459696132598,value
p123,3534.9717,5049.8657,989.0,1514.8940000000002,1.5317431749241661,value
p120,3.307,42.645996,24.0,39.338995999999995,1.639124833333333,value
p111,1848.435,2770.1501,480.0,921.7150999999999,1.9202397916666665,value
p116,0.0,85.151985,43.0,85.151985,1.9802787209302324,value
p114,179.839,549.23,181.0,369.391,2.0408342541436464,value
p121,0.0,169.41196,83.0,169.41196,2.041107951807229,value
p115,0.0,675.9681,329.0,675.9681,2.054614285714286,value
p112,46.225998,1021.475,464.0,975.249002,2.1018297456896553,value
z122,0.0,3102.5066,1433.0,3102.5066,2.1650429867411027,value
p117,4.872,68.56099,28.0,63.688990000000004,2.274606785714286,value
p100,102.355,524.11395,159.0,421.75895,2.6525720125786165,value
p118,9798.439,16130.628,749.0,6332.189,8.454190921228305,value
