region,nodr_eue,case_eue,load,dneue_ppm,category
p64,171396.39,148954.27,1535954300.0,-14.611189891232613,value
p63,421769.88,410948.9,4413539000.0,-2.4517695325963076,value
p65,199873.89,198344.58,2064973800.0,-0.7405953442245797,value
p67,11330.568,19636.645,2723369500.0,3.0499266021000624,value
p62,0.0,616.75,165318740.0,3.7306721241807703,value
p61,5.812,727.62994,179647950.0,4.0179580783642885,value
p60,0.0,306.33508,70367100.0,4.3533847861637165,value
