region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,19133.805,22996172.0,-226.99938928966083,value
p99,932347.2,406461.22,3654916600.0,-143.88453592865122,value
p113,14831.151,6632.409,328775680.0,-24.937191218036567,value
p125,3919.1003,2040.8638,258986860.0,-7.252246198865128,value
p126,12716.168,7821.284,1824293600.0,-2.6831667414382556,value
p109,13.8359995,269.24802,1123909900.0,0.22725311275133114,value
p110,0.0,23.201998,99486340.0,0.23321793658176335,value
p116,0.0,280.05,404781700.0,0.6918544063810632,value
p117,4.872,207.76901,262161950.0,0.7739376688803417,value
p114,179.839,1094.0502,510494340.0,1.7908351484628422,value
p111,1848.435,4677.0146,1354601900.0,2.0881261807454665,value
p112,46.225998,3048.9905,1310099300.0,2.2920128556847867,value
p120,3.307,113.79801,43246748.0,2.5548975381917733,value
p115,0.0,1577.1069,604805100.0,2.607628222459492,value
z122,0.0,9062.1,2634114000.0,3.440283843017567,value
p121,0.0,533.45905,126688130.0,4.210805372386591,value
p123,3534.9717,10160.072,1503455500.0,4.406582271892309,value
p100,102.355,1714.8477,123685440.0,13.037045427497368,value
p118,9798.439,23863.0,583109300.0,24.119938938653068,value
