region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,3244.21,9.0,-674.8903,-74.98781111111111,value
p124,24353.922,22563.873,30.0,-1790.048999999999,-59.66829999999997,value
p113,14831.151,12906.099,116.0,-1925.0519999999997,-16.595275862068963,value
p99,932347.2,865285.06,4696.0,-67062.1399999999,-14.280694207836435,value
p126,12716.168,12059.086,157.0,-657.0820000000003,-4.185235668789811,value
p118,9798.439,8757.296,749.0,-1041.143,-1.3900440587449934,value
p114,179.839,118.96999,181.0,-60.86901,-0.33629287292817683,value
p117,4.872,2.704,28.0,-2.1679999999999997,-0.07742857142857142,value
p109,13.8359995,4.3859997,181.0,-9.4499998,-0.052209943646408845,value
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p115,0.0,0.0,329.0,0.0,0.0,no_eue
z122,0.0,1.222,1433.0,1.222,0.0008527564549895325,value
p112,46.225998,53.751,464.0,7.525002000000001,0.016217676724137934,value
p120,3.307,3.8060002,24.0,0.4990002000000002,0.02079167500000001,value
p100,102.355,111.303,159.0,8.947999999999993,0.056276729559748384,value
p123,3534.9717,3671.35,989.0,136.37829999999985,0.13789514661274,value
p111,1848.435,1932.151,480.0,83.71600000000012,0.17440833333333358,value
