region,nodr_eue,case_eue,load,dneue_ppm,category
p64,171396.39,134321.88,1535954300.0,-24.13776887987418,value
p65,199873.89,173601.81,2064973800.0,-12.722718174271645,value
p63,421769.88,374880.47,4413539000.0,-10.62399402266864,value
p67,11330.568,35574.973,2723369500.0,8.902356161830399,value
p62,0.0,1680.9932,165318740.0,10.168195333891253,value
p60,0.0,798.759,70367100.0,11.351312681562112,value
p61,5.812,2071.7637,179647950.0,11.500001402743518,value
