region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,15124.411,22996172.0,-401.3498855374711,value
p99,932347.2,365271.6,3654916600.0,-155.1541829323182,value
p113,14831.151,2509.7737,328775680.0,-37.476547231230725,value
p125,3919.1003,704.624,258986860.0,-12.411734905597376,value
p126,12716.168,4207.7593,1824293600.0,-4.663946938559505,value
p109,13.8359995,174.862,1123909900.0,0.14327305259903542,value
p110,0.0,20.297,99486340.0,0.20401796684923645,value
p116,0.0,309.17798,404781700.0,0.7638141325441751,value
p117,4.872,217.37401,262161950.0,0.8105753271168806,value
p114,179.839,889.26105,510494340.0,1.3896766329646406,value
p111,1848.435,3836.126,1354601900.0,1.4673617869308457,value
p112,46.225998,2940.915,1310099300.0,2.2095187289493823,value
p120,3.307,99.665,43246748.0,2.2280981682137115,value
p115,0.0,1347.7211,604805100.0,2.2283559702669185,value
z122,0.0,10784.81,2634114000.0,4.094283620023425,value
p123,3534.9717,10374.037,1503455500.0,4.548897758920549,value
p121,0.0,646.692,126688130.0,5.104598277748646,value
p100,102.355,2007.7604,123685440.0,15.405252226939563,value
p118,9798.439,24376.29,583109300.0,25.000202706418108,value
