region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2384.404,9.0,-1534.6963,-170.5218111111111,value
p124,24353.922,20985.066,30.0,-3368.8559999999998,-112.2952,value
p99,932347.2,414104.75,4696.0,-518242.44999999995,-110.35827299829641,value
p113,14831.151,9305.845,116.0,-5525.3060000000005,-47.63194827586207,value
p126,12716.168,9370.467,157.0,-3345.700999999999,-21.310197452229293,value
p118,9798.439,7414.0767,749.0,-2384.3623000000007,-3.183394259012017,value
p111,1848.435,1537.548,480.0,-310.88699999999994,-0.6476812499999999,value
p114,179.839,100.95699,181.0,-78.88201,-0.43581220994475134,value
p123,3534.9717,3462.265,989.0,-72.70670000000018,-0.0735153690596564,value
p117,4.872,2.9110003,28.0,-1.9609997,-0.07003570357142856,value
p109,13.8359995,2.622,181.0,-11.2139995,-0.06195579834254144,value
p120,3.307,2.2820003,24.0,-1.0249997,-0.042708320833333334,value
p112,46.225998,33.18,464.0,-13.045997999999997,-0.028116374999999996,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.635,1433.0,0.635,0.00044312630844382415,value
p100,102.355,110.215,159.0,7.859999999999999,0.04943396226415094,value
