region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p99,932347.2,838174.0,4696.0,-94173.19999999995,-20.053918228279375,value
p113,14831.151,12998.185,116.0,-1832.9660000000003,-15.801431034482762,value
p124,24353.922,24076.64,30.0,-277.28199999999924,-9.242733333333309,value
p109,13.8359995,156.15698,181.0,142.32098050000002,0.7863037596685084,value
p110,0.0,12.862998,16.0,12.862998,0.803937375,value
p123,3534.9717,4397.615,989.0,862.6432999999997,0.8722379170879674,value
p117,4.872,30.668,28.0,25.796,0.9212857142857143,value
p120,3.307,30.537998,24.0,27.230998000000003,1.1346249166666669,value
p116,0.0,56.228,43.0,56.228,1.3076279069767442,value
p115,0.0,444.317,329.0,444.317,1.3505075987841946,value
p121,0.0,112.15898,83.0,112.15898,1.3513130120481929,value
p112,46.225998,695.25397,464.0,649.027972,1.3987671810344826,value
z122,0.0,2072.34,1433.0,2072.34,1.4461549197487789,value
p114,179.839,447.02603,181.0,267.18703,1.4761714364640883,value
p100,102.355,374.39102,159.0,272.03602,1.7109183647798742,value
p111,1848.435,2732.5837,480.0,884.1487000000002,1.8419764583333338,value
p126,12716.168,13110.414,157.0,394.246000000001,2.5111210191082867,value
p125,3919.1003,3955.4375,9.0,36.33719999999994,4.03746666666666,value
p118,9798.439,16414.545,749.0,6616.105999999998,8.833252336448595,value
