region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,927.6579,9.0,-2991.4424,-332.3824888888889,value
p124,24353.922,15824.765,30.0,-8529.157,-284.3052333333333,value
p99,932347.2,367015.66,4696.0,-565331.54,-120.38576235093697,value
p113,14831.151,3068.3215,116.0,-11762.8295,-101.40370258620689,value
p126,12716.168,4851.0723,157.0,-7865.0957,-50.09615095541401,value
p109,13.8359995,196.64603,181.0,182.81003049999998,1.010000168508287,value
p110,0.0,20.626999,16.0,20.626999,1.2891874375,value
p114,179.839,938.08704,181.0,758.24804,4.1892156906077345,value
p115,0.0,1448.0161,329.0,1448.0161,4.401264741641338,value
p120,3.307,111.69299,24.0,108.38598999999999,4.516082916666666,value
p111,1848.435,4129.84,480.0,2281.405,4.752927083333334,value
p112,46.225998,3002.6978,464.0,2956.471802,6.371706469827586,value
p123,3534.9717,10522.357,989.0,6987.3853,7.065101415571284,value
z122,0.0,10231.797,1433.0,10231.797,7.140123517097,value
p116,0.0,315.61902,43.0,315.61902,7.339977209302325,value
p117,4.872,222.40999,28.0,217.53798999999998,7.7692139285714275,value
p121,0.0,657.285,83.0,657.285,7.9190963855421685,value
p100,102.355,2016.5005,159.0,1914.1455,12.038650943396227,value
p118,9798.439,25385.336,749.0,15586.896999999999,20.81027636849132,value
