region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,20081.97,22996172.0,-185.76796172858673,value
p99,932347.2,438689.44,3654916600.0,-135.06676429209514,value
p113,14831.151,7930.1343,328775680.0,-20.990046161565235,value
p125,3919.1003,2342.9104,258986860.0,-6.085983959402666,value
p126,12716.168,8708.943,1824293600.0,-2.1965899182615796,value
p110,0.0,22.259998,99486340.0,0.22374929960230922,value
p109,13.8359995,302.879,1123909900.0,0.25717631243048555,value
p116,0.0,251.21498,404781700.0,0.6206184283589741,value
p117,4.872,185.74498,262161950.0,0.6899284149364282,value
p114,179.839,1063.8209,510494340.0,1.7316194082122,value
p111,1848.435,4420.903,1354601900.0,1.899058375422749,value
p112,46.225998,2847.424,1310099300.0,2.1381569642328677,value
p115,0.0,1559.8561,604805100.0,2.5791053157751045,value
p120,3.307,114.97301,43246748.0,2.5820672111577037,value
z122,0.0,8347.942,2634114000.0,3.1691649821837933,value
p121,0.0,482.955,126688130.0,3.8121567318446763,value
p123,3534.9717,9414.402,1503455500.0,3.910611485958406,value
p100,102.355,1498.333,123685440.0,11.28651844550175,value
p118,9798.439,22657.338,583109300.0,22.05229574519297,value
