region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p99,932347.2,762301.9,4696.0,-170045.29999999993,-36.21066865417375,value
p113,14831.151,12219.609,116.0,-2611.5419999999995,-22.51329310344827,value
p124,24353.922,23959.473,30.0,-394.4489999999969,-13.148299999999896,value
p125,3919.1003,3862.763,9.0,-56.33730000000014,-6.259700000000016,value
p126,12716.168,12586.467,157.0,-129.7009999999991,-0.8261210191082746,value
p109,13.8359995,285.404,181.0,271.5680005,1.5003756933701657,value
p110,0.0,24.512999,16.0,24.512999,1.5320624375,value
p123,3534.9717,5542.482,989.0,2007.5103,2.029838523761375,value
p120,3.307,54.747005,24.0,51.440005,2.143333541666667,value
p116,0.0,109.091995,43.0,109.091995,2.5370231395348837,value
p121,0.0,216.83101,83.0,216.83101,2.6124218072289156,value
p115,0.0,877.60406,329.0,877.60406,2.6674895440729482,value
p114,179.839,663.5551,181.0,483.71610000000004,2.672464640883978,value
p112,46.225998,1303.5696,464.0,1257.3436020000001,2.7097922456896555,value
p111,1848.435,3172.4734,480.0,1324.0384,2.758413333333333,value
z122,0.0,3980.0823,1433.0,3980.0823,2.777447522679693,value
p117,4.872,85.60502,28.0,80.73302,2.8833221428571427,value
p100,102.355,618.191,159.0,515.836,3.244251572327044,value
p118,9798.439,20365.62,749.0,10567.180999999999,14.108385847797061,value
