region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2729.7554,9.0,-1189.3449,-132.14943333333335,value
p124,24353.922,20966.412,30.0,-3387.5099999999984,-112.91699999999994,value
p99,932347.2,465961.88,4696.0,-466385.31999999995,-99.31544293015331,value
p113,14831.151,10577.258,116.0,-4253.893,-36.671491379310346,value
p126,12716.168,10506.339,157.0,-2209.8289999999997,-14.075343949044584,value
p118,9798.439,7841.9995,749.0,-1956.4395000000004,-2.61206875834446,value
p111,1848.435,1635.006,480.0,-213.42899999999986,-0.4446437499999997,value
p114,179.839,120.677,181.0,-59.16199999999999,-0.32686187845303866,value
p117,4.872,1.935,28.0,-2.937,-0.10489285714285713,value
p109,13.8359995,4.8770003,181.0,-8.958999200000001,-0.049497233149171274,value
p123,3534.9717,3492.8408,989.0,-42.13090000000011,-0.04259949443882721,value
p120,3.307,2.6210003,24.0,-0.6859997,-0.028583320833333332,value
p112,46.225998,33.784,464.0,-12.441997999999998,-0.02681465086206896,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.604,1433.0,0.604,0.000421493370551291,value
p100,102.355,111.497,159.0,9.141999999999996,0.057496855345911924,value
