region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,15298.985,22996172.0,-393.7584481451956,value
p99,932347.2,306614.66,3654916600.0,-171.20295949581347,value
p113,14831.151,7973.5015,328775680.0,-20.85814102794951,value
p125,3919.1003,1643.29,258986860.0,-8.787358033726374,value
p118,9798.439,6551.9844,583109300.0,-5.5674888621912455,value
p126,12716.168,7658.9663,1824293600.0,-2.772142385025877,value
p111,1848.435,1390.1201,1354601900.0,-0.33833919388930755,value
p114,179.839,88.54101,510494340.0,-0.17884231726324187,value
p123,3534.9717,3476.161,1503455500.0,-0.03911702106873416,value
p120,3.307,2.222,43246748.0,-0.025088591632369674,value
p112,46.225998,30.97,1310099300.0,-0.011644917048610225,value
p109,13.8359995,0.818,1123909900.0,-0.0115827786898161,value
p117,4.872,2.645,262161950.0,-0.008494749077852456,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p100,102.355,112.722,123685440.0,0.08381746469107432,value
