region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2213.9941,9.0,-1705.1062000000002,-189.45624444444445,value
p124,24353.922,18907.232,30.0,-5446.689999999999,-181.5563333333333,value
p99,932347.2,364316.72,4696.0,-568030.48,-120.9604940374787,value
p113,14831.151,9234.522,116.0,-5596.628999999999,-48.246801724137924,value
p126,12716.168,9214.913,157.0,-3501.254999999999,-22.300987261146492,value
p118,9798.439,7432.487,749.0,-2365.952,-3.1588144192256347,value
p111,1848.435,1514.818,480.0,-333.61699999999996,-0.6950354166666666,value
p114,179.839,103.92901,181.0,-75.90999,-0.41939220994475135,value
p117,4.872,2.7410002,28.0,-2.1309997999999997,-0.0761071357142857,value
p109,13.8359995,2.622,181.0,-11.2139995,-0.06195579834254144,value
p123,3534.9717,3485.665,989.0,-49.30670000000009,-0.0498551061678464,value
p120,3.307,2.302,24.0,-1.005,-0.041874999999999996,value
p112,46.225998,33.396,464.0,-12.829997999999996,-0.02765085775862068,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.604,1433.0,0.604,0.000421493370551291,value
p100,102.355,111.591995,159.0,9.236994999999993,0.05809430817610058,value
