region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,16133.03,22996172.0,-357.4895856579955,value
p99,932347.2,312641.88,3654916600.0,-169.5538876710809,value
p113,14831.151,8231.329,328775680.0,-20.0739361256891,value
p125,3919.1003,1737.4741,258986860.0,-8.423694415636463,value
p118,9798.439,6702.8184,583109300.0,-5.308816951288886,value
p126,12716.168,7934.417,1824293600.0,-2.6211520536623785,value
p111,1848.435,1419.832,1354601900.0,-0.3164051474620155,value
p114,179.839,90.93801,510494340.0,-0.1741468684972834,value
p123,3534.9717,3472.7502,1503455500.0,-0.04138566156206688,value
p120,3.307,2.238,43246748.0,-0.024718621617514456,value
p112,46.225998,31.094,1310099300.0,-0.011550267736645994,value
p109,13.8359995,0.938,1123909900.0,-0.011476008564131434,value
p117,4.872,2.458,262161950.0,-0.00920804861874083,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p100,102.355,113.687,123685440.0,0.09161951479495076,value
