region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1200.7,9.0,-2718.4003000000002,-302.0444777777778,value
p124,24353.922,16572.865,30.0,-7781.056999999997,-259.3685666666666,value
p99,932347.2,371122.38,4696.0,-561224.82,-119.5112478705281,value
p113,14831.151,3734.797,116.0,-11096.354,-95.65822413793103,value
p126,12716.168,5555.4595,157.0,-7160.7085,-45.609608280254776,value
p109,13.8359995,205.13899,181.0,191.30299050000002,1.056922599447514,value
p110,0.0,22.476995,16.0,22.476995,1.4048121875,value
p114,179.839,1023.4961,181.0,843.6570999999999,4.661088950276243,value
p120,3.307,117.36599,24.0,114.05899,4.752457916666667,value
p115,0.0,1566.9031,329.0,1566.9031,4.7626234042553195,value
p111,1848.435,4423.9355,480.0,2575.5004999999996,5.365626041666666,value
p112,46.225998,3099.4746,464.0,3053.248602,6.580277159482759,value
z122,0.0,9709.822,1433.0,9709.822,6.775870202372645,value
p116,0.0,300.51297,43.0,300.51297,6.988673720930232,value
p123,3534.9717,10747.464,989.0,7212.4923,7.292712133468149,value
p121,0.0,630.66406,83.0,630.66406,7.598362168674698,value
p117,4.872,222.13898,28.0,217.26698,7.759535,value
p100,102.355,1984.1332,159.0,1881.7782,11.835083018867925,value
p118,9798.439,25459.047,749.0,15660.607999999998,20.908688918558074,value
