region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,23558.977,22996172.0,-34.56857950097085,value
p99,932347.2,815042.25,3654916600.0,-32.09510984279069,value
p113,14831.151,13242.851,328775680.0,-4.83095343305198,value
p125,3919.1003,3878.4446,258986860.0,-0.15697977639514665,value
p126,12716.168,12459.868,1824293600.0,-0.14049273401180148,value
p110,0.0,7.3019996,99486340.0,0.07339701001753648,value
p117,4.872,24.747,262161950.0,0.07581191644468684,value
p109,13.8359995,100.20799,1123909900.0,0.07684956901099886,value
p116,0.0,44.756,404781700.0,0.11056824071412558,value
p112,46.225998,557.864,1310099300.0,0.39053374890365566,value
p111,1848.435,2397.3958,1354601900.0,0.4052561995013241,value
p114,179.839,392.67197,510494340.0,0.41691543860733454,value
p120,3.307,24.011,43246748.0,0.478741199222656,value
p123,3534.9717,4395.7847,1503455500.0,0.5725563589149638,value
p115,0.0,350.61703,604805100.0,0.5797190175903273,value
z122,0.0,1631.86,2634114000.0,0.6195100023246981,value
p121,0.0,89.353004,126688130.0,0.7052989527163903,value
p100,102.355,316.64694,123685440.0,1.732555909571894,value
p118,9798.439,12852.626,583109300.0,5.237760634493177,value
