base_total_eue_mwh,high_total_eue_mwh,eue_in_hours_that_already_failed,eue_in_newly_failing_hours,share_from_new_hours,n_base_failure_cells,n_high_failure_cells,n_new_failure_cells
10168.269999999997,804376.48,368054.79,436321.68999999994,0.5424346693975934,86,1023,937
