region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,723391.4,3654916600.0,-57.171153930743785,value
p124,24353.922,23634.85,22996172.0,-31.269204283217228,value
p113,14831.151,12206.502,328775680.0,-7.9830996015277025,value
p125,3919.1003,3739.4204,258986860.0,-0.6937799748793441,value
p126,12716.168,12008.02,1824293600.0,-0.3881765454740124,value
p110,0.0,16.871004,99486340.0,0.16958111714959528,value
p109,13.8359995,211.98502,1123909900.0,0.17630329852565546,value
p116,0.0,85.151985,404781700.0,0.21036520633581218,value
p117,4.872,68.56099,262161950.0,0.2429375792868677,value
p111,1848.435,2770.1501,1354601900.0,0.6804324797854108,value
p114,179.839,549.23,510494340.0,0.7235947080125881,value
p112,46.225998,1021.475,1310099300.0,0.744408443815338,value
p120,3.307,42.645996,43246748.0,0.9096405584068423,value
p123,3534.9717,5049.8657,1503455500.0,1.0076081480903811,value
p115,0.0,675.9681,604805100.0,1.1176626613213856,value
z122,0.0,3102.5066,2634114000.0,1.1778178710051055,value
p121,0.0,169.41196,126688130.0,1.3372362720522637,value
p100,102.355,524.11395,123685440.0,3.409932082547469,value
p118,9798.439,16130.628,583109300.0,10.859351530987041,value
