region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2868.2869,9.0,-1050.8134,-116.75704444444445,value
p99,932347.2,503892.12,4696.0,-428455.07999999996,-91.23830494037477,value
p124,24353.922,22265.521,30.0,-2088.400999999998,-69.61336666666661,value
p113,14831.151,10322.85,116.0,-4508.3009999999995,-38.864663793103446,value
p126,12716.168,10625.729,157.0,-2090.4390000000003,-13.314898089171976,value
p118,9798.439,8082.7866,749.0,-1715.6524,-2.2905906542056074,value
p111,1848.435,1617.756,480.0,-230.67899999999986,-0.4805812499999997,value
p114,179.839,120.239006,181.0,-59.599993999999995,-0.3292817348066298,value
p117,4.872,1.918,28.0,-2.9539999999999997,-0.1055,value
p123,3534.9717,3471.006,989.0,-63.9657000000002,-0.06467714863498503,value
p109,13.8359995,4.8770003,181.0,-8.958999200000001,-0.049497233149171274,value
p120,3.307,2.6050003,24.0,-0.7019997,-0.0292499875,value
p112,46.225998,33.504997,464.0,-12.721000999999994,-0.02741595043103447,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.604,1433.0,0.604,0.000421493370551291,value
p100,102.355,111.178,159.0,8.822999999999993,0.055490566037735806,value
