region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,21933.625,22996172.0,-105.24782124607515,value
p99,932347.2,552651.5,3654916600.0,-103.8862827044835,value
p113,14831.151,4405.8174,328775680.0,-31.709564405737066,value
p125,3919.1003,1201.088,258986860.0,-10.494788260766772,value
p126,12716.168,6018.234,1824293600.0,-3.6715218879851896,value
p110,0.0,53.032005,99486340.0,0.5330581779592325,value
p109,13.8359995,736.40497,1123909900.0,0.6429064983010454,value
p116,0.0,425.75894,404781700.0,1.0518235982686333,value
p117,4.872,322.32812,262161950.0,1.210916067637458,value
p114,179.839,1703.7461,510494340.0,2.985159662966369,value
p111,1848.435,6257.417,1354601900.0,3.254817628125264,value
p112,46.225998,4761.1436,1310099300.0,3.5989008628817496,value
p120,3.307,171.94402,43246748.0,3.8994150496587627,value
p115,0.0,2359.23,604805100.0,3.9008102312361377,value
z122,0.0,15102.44,2634114000.0,5.733403992688475,value
p121,0.0,806.2761,126688130.0,6.36425932507267,value
p123,3534.9717,14720.085,1503455500.0,7.439603892017587,value
p100,102.355,2440.2522,123685440.0,18.90195968094547,value
p118,9798.439,30240.396,583109300.0,35.05681795731639,value
