region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,3254.7083,9.0,-664.3920000000003,-73.82133333333337,value
p99,932347.2,589944.6,4696.0,-342402.6,-72.91367120954003,value
p124,24353.922,22984.652,30.0,-1369.2700000000004,-45.64233333333335,value
p113,14831.151,10605.39,116.0,-4225.761,-36.428974137931036,value
p126,12716.168,10952.998,157.0,-1763.17,-11.230382165605096,value
p110,0.0,22.573997,16.0,22.573997,1.4108748125,value
p109,13.8359995,366.01505,181.0,352.17905049999996,1.9457406104972375,value
p111,1848.435,3349.9592,480.0,1501.5241999999998,3.128175416666666,value
p123,3534.9717,6683.0806,989.0,3148.1089,3.1831232558139537,value
p114,179.839,806.608,181.0,626.769,3.462812154696133,value
p115,0.0,1174.0421,329.0,1174.0421,3.5685170212765955,value
p120,3.307,88.99502,24.0,85.68802,3.5703341666666666,value
p112,46.225998,1829.2867,464.0,1783.0607020000002,3.842803237068966,value
z122,0.0,5625.8105,1433.0,5625.8105,3.9258970690858335,value
p121,0.0,325.88702,83.0,325.88702,3.926349638554217,value
p116,0.0,173.56499,43.0,173.56499,4.03639511627907,value
p117,4.872,123.965,28.0,119.093,4.253321428571429,value
p100,102.355,897.83527,159.0,795.48027,5.003020566037736,value
p118,9798.439,20192.352,749.0,10393.912999999999,13.877053404539383,value
