feature,all_hours_mean,event_hours_mean,eue_weighted_mean,top100_hours_mean
load_pctile,0.4999999701976776,0.9394899070670761,0.9510480435461538,0.9542125141620637
net_load_pctile,0.4999999403953552,0.9876140425981315,0.9942334106912771,0.9966731071472168
margin_pctile,0.5000001192092896,0.012362754418822805,0.005754108798824087,0.003320192686805967
cf_solar,0.2992361783981323,0.02646329925772689,0.020316600612291378,0.014268848422798328
cf_wind,0.4222349524497986,0.27566021523062406,0.19333718737214162,0.17471863605082036
margin_mw,6327.01318359375,-4135.83284457478,-6553.35123001483,-7091.91
load_added_mw,1130.4683837890625,1904.2922776148582,2076.1184656754263,2131.31
sys_load_pctile,,0.9394896762228898,0.9510481776264179,0.9542123603820801
sys_net_load_pctile,,0.9911616452744746,0.9966376692364509,0.9977256292104721
