region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,575759.3,3654916600.0,-97.56389495166285,value
p124,24353.922,22976.861,22996172.0,-59.882183869558716,value
p113,14831.151,8076.02,328775680.0,-20.54632203939172,value
p125,3919.1003,2461.7166,258986860.0,-5.627249496329666,value
p126,12716.168,9411.348,1824293600.0,-1.811561440565287,value
p110,0.0,49.545,99486340.0,0.4980080882665133,value
p109,13.8359995,746.7831,1123909900.0,0.6521404503383104,value
p116,0.0,351.327,404781700.0,0.8679419140533469,value
p117,4.872,247.22096,262161950.0,0.9244246091057484,value
p111,1848.435,5204.0044,1354601900.0,2.477162854263799,value
p114,179.839,1532.4829,510494340.0,2.6496746479083364,value
p112,46.225998,3945.1812,1310099300.0,2.976076026198832,value
p115,0.0,2428.7742,604805100.0,4.015796360983187,value
p120,3.307,183.76099,43246748.0,4.172660335061494,value
z122,0.0,12102.036,2634114000.0,4.594347769106161,value
p123,3534.9717,11155.111,1503455500.0,5.0684169640012655,value
p121,0.0,673.759,126688130.0,5.3182489206881325,value
p100,102.355,1800.5424,123685440.0,13.729889306291833,value
p118,9798.439,30766.848,583109300.0,35.959653822163624,value
