region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p64,171396.39,127998.336,1235.0,-43398.05400000002,-35.14012469635629,value
p65,199873.89,163747.55,1660.0,-36126.340000000026,-21.762855421686762,value
p63,421769.88,362175.06,3549.0,-59594.82000000001,-16.792003381234153,value
p67,11330.568,43736.285,2190.0,32405.717000000004,14.797131050228312,value
p62,0.0,2136.6965,133.0,2136.6965,16.065387218045114,value
p60,0.0,1035.234,57.0,1035.234,18.162,value
p61,5.812,2698.9155,144.0,2693.1035,18.70210763888889,value
