region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,19756.16,22996172.0,-199.93597195220138,value
p99,932347.2,404495.6,3654916600.0,-144.42233752874725,value
p113,14831.151,3559.3433,328775680.0,-34.28418945099589,value
p125,3919.1003,1210.146,258986860.0,-10.459813513939459,value
p126,12716.168,5827.362,1824293600.0,-3.776149781572005,value
p110,0.0,23.970995,99486340.0,0.24094761113727214,value
p109,13.8359995,290.74005,1123909900.0,0.24637566895398647,value
p116,0.0,251.31801,404781700.0,0.620872960619247,value
p117,4.872,194.112,262161950.0,0.7218438776348446,value
p114,179.839,883.49,510494340.0,1.3783718062642718,value
p111,1848.435,4133.827,1354601900.0,1.6871318977433916,value
p115,0.0,1144.525,604805100.0,1.8923864268873913,value
p120,3.307,88.195984,43246748.0,1.9628986669702888,value
p112,46.225998,2676.343,1310099300.0,2.007570682457445,value
z122,0.0,8714.688,2634114000.0,3.3083943372219546,value
p121,0.0,522.37,126688130.0,4.123275071204778,value
p123,3534.9717,11165.384,1503455500.0,5.075249889938877,value
p100,102.355,1911.5923,123685440.0,14.627730636686097,value
p118,9798.439,28277.035,583109300.0,31.689763170854654,value
