region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,24011.037,22996172.0,-14.910525108265775,value
p99,932347.2,923417.1,3654916600.0,-2.4433115602291675,value
p113,14831.151,14578.784,328775680.0,-0.7675963136932762,value
p118,9798.439,9718.26,583109300.0,-0.1375025202821664,value
p114,179.839,168.45401,510494340.0,-0.02230189288525228,value
p117,4.872,2.297,262161950.0,-0.009822172822393387,value
p109,13.8359995,13.68,1123909900.0,-0.00013880071851454345,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p112,46.225998,53.953003,1310099300.0,0.005898029893501331,value
p120,3.307,3.882,43246748.0,0.01329579740885951,value
p126,12716.168,12814.5625,1824293600.0,0.05393567037348532,value
p123,3534.9717,3621.6064,1503455500.0,0.05762372128173046,value
p100,102.355,112.95799,123685440.0,0.08572544998020779,value
p125,3919.1003,3943.5503,258986860.0,0.09440633251576735,value
p111,1848.435,1979.2219,1354601900.0,0.09655006703312834,value
