region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,717.6669,9.0,-3201.4334,-355.7148222222222,value
p113,14831.151,3199.0447,116.0,-11632.1063,-100.27677844827586,value
p124,24353.922,21544.934,30.0,-2808.9879999999976,-93.63293333333326,value
p99,932347.2,558971.56,4696.0,-373375.6399999999,-79.50929301533218,value
p126,12716.168,4887.8413,157.0,-7828.3267,-49.86195350318471,value
p110,0.0,39.678997,16.0,39.678997,2.4799373125,value
p109,13.8359995,553.001,181.0,539.1650005,2.9788121574585635,value
p120,3.307,133.113,24.0,129.806,5.4085833333333335,value
p115,0.0,1796.802,329.0,1796.802,5.461404255319149,value
p114,179.839,1484.9384,181.0,1305.0994,7.210493922651934,value
p121,0.0,715.484,83.0,715.484,8.620289156626507,value
p116,0.0,380.78897,43.0,380.78897,8.855557441860466,value
p111,1848.435,6180.821,480.0,4332.386,9.025804166666667,value
p112,46.225998,4318.9087,464.0,4272.682702,9.20836789224138,value
z122,0.0,14369.158,1433.0,14369.158,10.0273258897418,value
p117,4.872,309.83002,28.0,304.95802,10.891357857142856,value
p123,3534.9717,15311.101,989.0,11776.1293,11.90710748230536,value
p100,102.355,2490.534,159.0,2388.179,15.019993710691825,value
p118,9798.439,27209.479,749.0,17411.04,23.245714285714286,value
