region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p64,171396.39,112427.53,1235.0,-58968.860000000015,-47.74806477732795,value
p65,199873.89,139375.08,1660.0,-60498.81000000003,-36.445066265060255,value
p63,421769.88,332271.62,3549.0,-89498.26000000001,-25.21788109326571,value
p62,0.0,4577.273,133.0,4577.273,34.415586466165415,value
p67,11330.568,88535.53,2190.0,77204.962,35.25340730593607,value
p60,0.0,2137.4177,57.0,2137.4177,37.49855614035088,value
p61,5.812,5509.5757,144.0,5503.7637,38.22058125,value
