region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2870.785,9.0,-1048.3153000000002,-116.4794777777778,value
p99,932347.2,605560.8,4696.0,-326786.3999999999,-69.58824531516181,value
p113,14831.151,9365.064,116.0,-5466.0869999999995,-47.12143965517241,value
p124,24353.922,23290.08,30.0,-1063.841999999997,-35.4613999999999,value
p126,12716.168,10501.156,157.0,-2215.011999999999,-14.108356687898082,value
p110,0.0,47.970997,16.0,47.970997,2.9981873125,value
p109,13.8359995,652.48193,181.0,638.6459305000001,3.5284305552486193,value
p111,1848.435,4647.686,480.0,2799.2509999999997,5.831772916666666,value
p120,3.307,148.058,24.0,144.751,6.031291666666667,value
p123,3534.9717,9584.428,989.0,6049.4563,6.116740444893832,value
p114,179.839,1328.291,181.0,1148.452,6.345038674033149,value
p115,0.0,2100.3015,329.0,2100.3015,6.383895136778116,value
p121,0.0,569.0171,83.0,569.0171,6.855627710843374,value
p117,4.872,197.12999,28.0,192.25799,6.866356785714286,value
p112,46.225998,3275.0427,464.0,3228.816702,6.9586566853448275,value
p116,0.0,299.42,43.0,299.42,6.963255813953489,value
z122,0.0,10078.548,1433.0,10078.548,7.033180739706909,value
p100,102.355,1466.5238,159.0,1364.1688,8.579677987421384,value
p118,9798.439,28956.98,749.0,19158.540999999997,25.57882643524699,value
