region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2984.745,9.0,-934.3553000000002,-103.81725555555558,value
p99,932347.2,561946.9,4696.0,-370400.29999999993,-78.87570272572401,value
p124,24353.922,22047.709,30.0,-2306.2129999999997,-76.87376666666665,value
p113,14831.151,11349.962,116.0,-3481.1890000000003,-30.010250000000003,value
p126,12716.168,11273.482,157.0,-1442.6859999999997,-9.18908280254777,value
p118,9798.439,8288.233,749.0,-1510.2060000000001,-2.0162963951935917,value
p111,1848.435,1704.3162,480.0,-144.11879999999996,-0.30024749999999994,value
p114,179.839,132.811,181.0,-47.02799999999999,-0.25982320441988943,value
p117,4.872,2.134,28.0,-2.738,-0.09778571428571428,value
p109,13.8359995,7.538,181.0,-6.2979994999999995,-0.0347955773480663,value
p112,46.225998,34.33,464.0,-11.895997999999999,-0.02563792672413793,value
p120,3.307,2.813,24.0,-0.4939999999999998,-0.020583333333333325,value
p123,3534.9717,3515.4673,989.0,-19.50440000000026,-0.019721334681496724,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.604,1433.0,0.604,0.000421493370551291,value
p100,102.355,111.871,159.0,9.515999999999991,0.05984905660377353,value
