region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1930.5812,9.0,-1988.5191,-220.94656666666666,value
p124,24353.922,19210.285,30.0,-5143.636999999999,-171.45456666666664,value
p99,932347.2,369958.66,4696.0,-562388.54,-119.7590587734242,value
p113,14831.151,8313.678,116.0,-6517.473,-56.185112068965516,value
p126,12716.168,8089.044,157.0,-4627.124,-29.472127388535032,value
p118,9798.439,6832.2114,749.0,-2966.2276,-3.9602504672897196,value
p111,1848.435,1443.7991,480.0,-404.6359,-0.8429914583333333,value
p114,179.839,90.29401,181.0,-89.54499,-0.49472370165745855,value
p123,3534.9717,3456.6711,989.0,-78.30060000000003,-0.07917148634984836,value
p117,4.872,2.724,28.0,-2.1479999999999997,-0.07671428571428571,value
p109,13.8359995,0.938,181.0,-12.8979995,-0.07125966574585635,value
p120,3.307,2.207,24.0,-1.1,-0.04583333333333334,value
p112,46.225998,31.367,464.0,-14.858997999999996,-0.03202370258620689,value
p115,0.0,0.0,329.0,0.0,0.0,no_eue
p116,0.0,0.0,43.0,0.0,0.0,no_eue
p110,0.0,0.0,16.0,0.0,0.0,no_eue
p121,0.0,0.0,83.0,0.0,0.0,no_eue
z122,0.0,0.60999995,1433.0,0.60999995,0.00042568035589672014,value
p100,102.355,111.62,159.0,9.265,0.05827044025157233,value
