region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,589944.6,3654916600.0,-93.68273936826304,value
p124,24353.922,22984.652,22996172.0,-59.5433883517657,value
p113,14831.151,10605.39,328775680.0,-12.853021853684556,value
p125,3919.1003,3254.7083,258986860.0,-2.565350187027247,value
p126,12716.168,10952.998,1824293600.0,-0.9664946306187622,value
p110,0.0,22.573997,99486340.0,0.2269055018771623,value
p109,13.8359995,366.01505,1123909900.0,0.31335167904493066,value
p116,0.0,173.56499,404781700.0,0.4287866564005898,value
p117,4.872,123.965,262161950.0,0.45427263220865854,value
p111,1848.435,3349.9592,1354601900.0,1.108461643802738,value
p114,179.839,806.608,510494340.0,1.2277687641180803,value
p112,46.225998,1829.2867,1310099300.0,1.3610118438286842,value
p115,0.0,1174.0421,604805100.0,1.9411907425651422,value
p120,3.307,88.99502,43246748.0,1.9813748770196546,value
p123,3534.9717,6683.0806,1503455500.0,2.0939155998478087,value
z122,0.0,5625.8105,2634114000.0,2.1357505398338774,value
p121,0.0,325.88702,126688130.0,2.5723564247472344,value
p100,102.355,897.83527,123685440.0,6.43147867687579,value
p118,9798.439,20192.352,583109300.0,17.824982016407926,value
