region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,1758.206,9.0,-2160.8943,-240.09936666666667,value
p124,24353.922,18229.404,30.0,-6124.518,-204.1506,value
p99,932347.2,387740.53,4696.0,-544606.6699999999,-115.97245954003405,value
p113,14831.151,5539.7036,116.0,-9291.447400000001,-80.09868448275863,value
p126,12716.168,7054.9233,157.0,-5661.244699999999,-36.058883439490444,value
p109,13.8359995,246.464,181.0,232.62800049999998,1.2852375718232043,value
p110,0.0,23.588999,16.0,23.588999,1.4743124375,value
p120,3.307,114.50401,24.0,111.19700999999999,4.63320875,value
p115,0.0,1598.4531,329.0,1598.4531,4.858520060790274,value
p114,179.839,1103.8309,181.0,923.9919,5.104927624309393,value
p111,1848.435,4727.197,480.0,2878.762,5.997420833333334,value
z122,0.0,9337.312,1433.0,9337.312,6.515919050942079,value
p112,46.225998,3146.498,464.0,3100.272002,6.681620693965518,value
p116,0.0,287.447,43.0,287.447,6.684813953488372,value
p121,0.0,558.12,83.0,558.12,6.72433734939759,value
p123,3534.9717,10740.313,989.0,7205.3413,7.285481597573306,value
p117,4.872,219.27602,28.0,214.40402,7.657286428571429,value
p100,102.355,1854.7058,159.0,1752.3508,11.021074213836478,value
p118,9798.439,24583.957,749.0,14785.517999999998,19.740344459279036,value
