region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p124,24353.922,23558.977,30.0,-794.9449999999997,-26.498166666666656,value
p99,932347.2,815042.25,4696.0,-117304.94999999995,-24.97975936967631,value
p113,14831.151,13242.851,116.0,-1588.2999999999993,-13.692241379310339,value
p125,3919.1003,3878.4446,9.0,-40.65570000000025,-4.517300000000028,value
p126,12716.168,12459.868,157.0,-256.2999999999993,-1.6324840764331163,value
p110,0.0,7.3019996,16.0,7.3019996,0.456374975,value
p109,13.8359995,100.20799,181.0,86.3719905,0.47719331767955797,value
p117,4.872,24.747,28.0,19.875,0.7098214285714286,value
p120,3.307,24.011,24.0,20.704,0.8626666666666667,value
p123,3534.9717,4395.7847,989.0,860.8130000000001,0.870387259858443,value
p116,0.0,44.756,43.0,44.756,1.0408372093023255,value
p115,0.0,350.61703,329.0,350.61703,1.0657052583586626,value
p121,0.0,89.353004,83.0,89.353004,1.0765422168674699,value
p112,46.225998,557.864,464.0,511.63800200000003,1.1026681077586207,value
z122,0.0,1631.86,1433.0,1631.86,1.138771807397069,value
p111,1848.435,2397.3958,480.0,548.9607999999998,1.143668333333333,value
p114,179.839,392.67197,181.0,212.83297,1.175872762430939,value
p100,102.355,316.64694,159.0,214.29193999999995,1.3477480503144652,value
p118,9798.439,12852.626,749.0,3054.187,4.077686248331108,value
