region,nodr_eue,case_eue,load,dneue_ppm,category
p99,932347.2,507836.38,3654916600.0,-116.14788120495469,value
p124,24353.922,22364.518,22996172.0,-86.51022439734746,value
p113,14831.151,9060.627,328775680.0,-17.551553691562585,value
p125,3919.1003,2767.857,258986860.0,-4.445180277560332,value
p126,12716.168,9886.295,1824293600.0,-1.5512157420061639,value
p110,0.0,31.414993,99486340.0,0.31577193676124526,value
p109,13.8359995,454.55093,1123909900.0,0.3921265710049523,value
p116,0.0,216.62595,404781700.0,0.5351673559863734,value
p117,4.872,146.998,262161950.0,0.5421305376914495,value
p111,1848.435,3865.746,1354601900.0,1.4892279905454375,value
p114,179.839,960.9341,510494340.0,1.53007593800218,value
p112,46.225998,2369.5908,1310099300.0,1.77342645121943,value
p120,3.307,102.108,43246748.0,2.284587964856918,value
p115,0.0,1448.145,604805100.0,2.3943993728095423,value
z122,0.0,7388.1494,2634114000.0,2.804794805908115,value
p123,3534.9717,8144.052,1503455500.0,3.0656579704473432,value
p121,0.0,413.26602,126688130.0,3.262073775373806,value
p100,102.355,1213.3529,123685440.0,8.982446923421222,value
p118,9798.439,23204.49,583109300.0,22.99063095737357,value
