region,nodr_eue,case_eue,load,dneue_ppm,category
p64,171396.39,113640.46,1535954300.0,-37.6026356054926,value
p65,199873.89,140451.34,2064973800.0,-28.77641803947633,value
p63,421769.88,329362.72,4413539000.0,-20.937203421663536,value
p62,0.0,3175.542,165318740.0,19.208603191836648,value
p67,11330.568,66616.92,2723369500.0,20.300716655753128,value
p60,0.0,1593.289,70367100.0,22.642526257724064,value
p61,5.812,4269.57,179647950.0,23.733963858380083,value
