region,nodr_eue,case_eue,load,dneue_ppm,category
p64,171396.39,123283.44,1535954300.0,-31.324467059145018,value
p65,199873.89,154433.67,2064973800.0,-22.005228091453038,value
p63,421769.88,350639.6,4413539000.0,-16.116382559532028,value
p67,11330.568,51606.85,2723369500.0,14.789136183722338,value
p62,0.0,2530.9714,165318740.0,15.309646451688332,value
p60,0.0,1210.864,70367100.0,17.207813469202883,value
p61,5.812,3249.7578,179647950.0,18.057237858186102,value
