region,nodr_eue,case_eue,load,dneue_ppm,category
p64,171396.39,121672.01,1535954300.0,-32.373606343955416,value
p65,199873.89,150157.22,2064973800.0,-24.076174439681427,value
p63,421769.88,351200.78,4413539000.0,-15.989232890435277,value
p67,11330.568,68605.46,2723369500.0,21.03089301281556,value
p62,0.0,3593.5586,165318740.0,21.73715264796121,value
p60,0.0,1671.9739,70367100.0,23.760732003408865,value
p61,5.812,4324.572,179647950.0,24.04012933028037,value
