region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,19326.557,22996172.0,-218.617472508033,value
p99,932347.2,403853.4,3654916600.0,-144.59804605205372,value
p113,14831.151,2914.772,328775680.0,-36.24470946269505,value
p125,3919.1003,951.5239,258986860.0,-11.458405087294311,value
p126,12716.168,5136.6865,1824293600.0,-4.154748647393185,value
p109,13.8359995,251.433,1123909900.0,0.21140218004737402,value
p110,0.0,21.324997,99486340.0,0.21435101399251452,value
p116,0.0,262.114,404781700.0,0.6475441023894518,value
p117,4.872,195.47202,262161950.0,0.7270315869482081,value
p114,179.839,806.76,510494340.0,1.2280665147281868,value
p111,1848.435,3883.8625,1354601900.0,1.5026020309837818,value
p115,0.0,1068.9879,604805100.0,1.7674914855218158,value
p120,3.307,85.164,43246748.0,1.8927897191252392,value
p112,46.225998,2545.9014,1310099300.0,1.9080044913968541,value
z122,0.0,8666.546,2634114000.0,3.2901179835323515,value
p121,0.0,542.864,126688130.0,4.285042399553019,value
p123,3534.9717,11056.95,1503455500.0,5.003126703808341,value
p100,102.355,1926.6309,123685440.0,14.749318108905948,value
p118,9798.439,27408.572,583109300.0,30.20039748567761,value
