region,load_mwh,mean_margin_mw,min_margin_mw,import_cap_mw,eue_mwh,added_peak_mw,added_mean_mw,added_share_of_base_peak,region_neue_ppm,share_of_system_eue,share_of_system_load,share_of_added_load
p63,4413539000.0,10171.041,-14866.0,16224.207,421769.837,3549.0,3131.4492,0.07309839,95.56273425555842,0.5243438209431485,0.39572057,0.3957198880481165
p65,2064973800.0,7465.349,-7683.0,8389.313,199873.888,1660.0,1465.104,0.07307625,96.7924559996747,0.2484830088517755,0.1851468,0.18514456209567368
p64,1535954300.0,2626.2593,-5229.0,14881.305,171396.37,1235.0,1089.7864,0.07309423,111.58949817298732,0.21307978821061502,0.1377146,0.13771583847004762
p67,2723369500.0,10982.68,-1374.0,5054.381,11330.573,2190.0,1932.276,0.07310234,4.160497911316823,0.014086156522130036,0.24417895,0.24418088672748142
p61,179647950.0,2559.3508,-1394.0,10483.555,5.811999999999999,144.0,127.46002,0.072874494,0.03235216397011862,7.2254723310656715e-06,0.016107343,0.01610706788569672
p62,165318740.0,5460.812,3027.0,3223.7874,0.0,133.0,117.294365,0.0731171,0.0,0.0,0.014822578,0.01482243843728166
p60,70367100.0,5023.582,468.0,10740.52,0.0,57.0,49.927513,0.07364341,0.0,0.0,0.0063091572,0.006309318335702485
