region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,731.93097,9.0,-3187.16933,-354.1299255555556,value
p124,24353.922,18922.652,30.0,-5431.27,-181.04233333333335,value
p99,932347.2,405489.62,4696.0,-526857.58,-112.19284071550254,value
p113,14831.151,2367.6248,116.0,-12463.5262,-107.44419137931035,value
p126,12716.168,4452.45,157.0,-8263.718,-52.63514649681529,value
p109,13.8359995,209.636,181.0,195.8000005,1.081767958563536,value
p110,0.0,20.056997,16.0,20.056997,1.2535623125,value
p115,0.0,957.91907,329.0,957.91907,2.9116081155015197,value
p120,3.307,75.68,24.0,72.373,3.015541666666667,value
p114,179.839,729.2409,181.0,549.4019000000001,3.035369613259669,value
p111,1848.435,3588.4624,480.0,1740.0274,3.625057083333333,value
p112,46.225998,2444.06,464.0,2397.834002,5.167745693965517,value
p116,0.0,256.20096,43.0,256.20096,5.9581618604651165,value
z122,0.0,8710.307,1433.0,8710.307,6.078371946964411,value
p121,0.0,530.547,83.0,530.547,6.392132530120482,value
p117,4.872,188.70601,28.0,183.83400999999998,6.565500357142857,value
p123,3534.9717,10898.024,989.0,7363.052299999999,7.444946713852375,value
p100,102.355,1904.8792,159.0,1802.5242,11.336630188679246,value
p118,9798.439,25513.723,749.0,15715.284000000001,20.981687583444593,value
