region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,19781.201,22996172.0,-198.8470515875424,value
p99,932347.2,378453.0,3654916600.0,-151.5476984584596,value
p113,14831.151,8606.301,328775680.0,-18.933425976033263,value
p125,3919.1003,2067.6062,258986860.0,-7.148988452171072,value
p118,9798.439,7052.253,583109300.0,-4.709556070337633,value
p126,12716.168,8443.393,1824293600.0,-2.342153107948797,value
p111,1848.435,1462.988,1354601900.0,-0.2845463397918155,value
p114,179.839,92.310005,510494340.0,-0.17145928725838008,value
p123,3534.9717,3456.46,1503455500.0,-0.0522208343556893,value
p120,3.307,2.169,43246748.0,-0.026314117306577595,value
p109,13.8359995,1.323,1123909900.0,-0.011133454410893126,value
p112,46.225998,32.382,1310099300.0,-0.010567136173662704,value
p117,4.872,2.524,262161950.0,-0.008956295839603758,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.613,2634114000.0,0.00023271581595543731,value
p100,102.355,112.54399,123685440.0,0.08237824921025458,value
